,nb_coincidences,prop_coincidences,bucket,initDate,lrgen_count,lrgen_mean,lrgen_std,lrgen_min,lrgen_25%,lrgen_50%,lrgen_75%,lrgen_max,antielite_salience_count,antielite_salience_mean,antielite_salience_std,antielite_salience_min,antielite_salience_25%,antielite_salience_50%,antielite_salience_75%,antielite_salience_max
17,6,0.06934011325551831,17,2023-07-08 00:00:00,6.0,7.71340742649485,1.741414740198877,6.111968373218113,6.591241250706213,6.928401300251014,8.889624352902755,10.289453647271005,6.0,7.71340742649485,1.741414740198877,6.111968373218113,6.591241250706213,6.928401300251014,8.889624352902755,10.289453647271005
18,15,0.17335028313879577,18,2023-07-08 12:00:00,15.0,6.360244956645031,2.85727674436574,1.691896327575746,4.600184774574981,6.558775700371173,8.21942984039261,10.459859957921786,15.0,6.360244956645031,2.85727674436574,1.691896327575746,4.600184774574981,6.558775700371173,8.21942984039261,10.459859957921786
19,1,0.011556685542586386,19,2023-07-09 00:00:00,1.0,7.751227991596406,,7.751227991596406,7.751227991596406,7.751227991596406,7.751227991596406,7.751227991596406,1.0,7.751227991596406,,7.751227991596406,7.751227991596406,7.751227991596406,7.751227991596406,7.751227991596406
20,6,0.06934011325551831,20,2023-07-09 12:00:00,6.0,8.02635893214481,3.311467863148932,2.4065888007559706,6.571871379648904,9.960888580854522,10.10905019294665,10.229151254179454,6.0,8.02635893214481,3.311467863148932,2.4065888007559706,6.571871379648904,9.960888580854522,10.10905019294665,10.229151254179454
21,1,0.011556685542586386,21,2023-07-10 00:00:00,1.0,1.421399131750099,,1.421399131750099,1.421399131750099,1.421399131750099,1.421399131750099,1.421399131750099,1.0,1.421399131750099,,1.421399131750099,1.421399131750099,1.421399131750099,1.421399131750099,1.421399131750099
22,78,0.9014214723217382,28,2023-07-13 12:00:00,78.0,4.662701288234219,2.9133185654677827,0.9823721062880076,2.466370293366658,3.281133064865461,6.8782969030602406,10.6478366609662,78.0,4.662701288234219,2.9133185654677827,0.9823721062880076,2.466370293366658,3.281133064865461,6.8782969030602406,10.6478366609662
23,13,0.15023691205362302,29,2023-07-14 00:00:00,13.0,4.481870081924326,2.223496384662255,1.7930650280733795,3.108524998413474,3.5148118309353777,6.450430056739482,8.763417571951557,13.0,4.481870081924326,2.223496384662255,1.7930650280733795,3.108524998413474,3.5148118309353777,6.450430056739482,8.763417571951557
24,9,0.10401016988327748,30,2023-07-14 12:00:00,9.0,5.259014646034481,3.4820694504640346,1.6144236642706111,2.176503108121894,4.532500037193601,7.552134642251388,10.37367024087258,9.0,5.259014646034481,3.4820694504640346,1.6144236642706111,2.176503108121894,4.532500037193601,7.552134642251388,10.37367024087258
25,2,0.023113371085172772,31,2023-07-15 00:00:00,2.0,6.115370958383533,3.006029943080877,3.989786801181233,5.0525788797823825,6.115370958383533,7.1781630369846825,8.240955115585832,2.0,6.115370958383533,3.006029943080877,3.989786801181233,5.0525788797823825,6.115370958383533,7.1781630369846825,8.240955115585832
26,3,0.034670056627759155,32,2023-07-15 12:00:00,3.0,6.160461330044643,3.0584395390568058,3.138886485967345,4.613452733128229,6.088018980289113,7.671248752083292,9.25447852387747,3.0,6.160461330044643,3.0584395390568058,3.138886485967345,4.613452733128229,6.088018980289113,7.671248752083292,9.25447852387747
27,1,0.011556685542586386,33,2023-07-16 00:00:00,1.0,4.470325194481181,,4.470325194481181,4.470325194481181,4.470325194481181,4.470325194481181,4.470325194481181,1.0,4.470325194481181,,4.470325194481181,4.470325194481181,4.470325194481181,4.470325194481181,4.470325194481181
28,1,0.011556685542586386,34,2023-07-16 12:00:00,1.0,7.504883504395623,,7.504883504395623,7.504883504395623,7.504883504395623,7.504883504395623,7.504883504395623,1.0,7.504883504395623,,7.504883504395623,7.504883504395623,7.504883504395623,7.504883504395623,7.504883504395623
